Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
ZUB00044;*;*CHROMELEISTE HI. MI. W211,;*TUNING ZUBEHÖR;*02-06;*T;*1;*22;*0;*0;*1;*;*4052355532459;*;*20170703;*139;*7;*1;*0.02;*0.02;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*02. Jun;*Fitting Position: Rear;*Fitting Position: Centre;*;*;*;*;*;*
ZUB00045;*;*CHROMELEISTE HI. RE. W211,;*TUNING ZUBEHÖR;*02-06;*T;*1;*12.9;*0;*0;*1;*;*4052355532466;*;*20170703;*80;*6;*2;*0.05;*0.05;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*02. Jun;*Fitting Position: Right Rear;*;*;*;*;*;*;*
ZUB00046;*;*CHROMELEISTE HI. LI. W211,;*TUNING ZUBEHÖR;*02-06;*T;*1;*12;*0;*0;*1;*;*4052355532473;*;*20170703;*72;*10;*2;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*02. Jun;*Fitting Position: Left Rear;*;*;*;*;*;*;*
ZUB00047;*;*KAPPE SRA RE       GOLF V,;*TUNING ZUBEHÖR;*KAPPE SRA RE.    GOLF V;*T;*1;*12;*0;*0;*1;*;*4052355532527;*;*20170704;*13;*6;*3;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE SRA RE.    GOLF V;*Fitting Position: Front;*Fitting Position: Right;*;*;*;*;*;*
ZUB00048;*;*KAPPE SRA LI       GOLF V,;*TUNING ZUBEHÖR;*KAPPE SRA LI.   GOLF V;*T;*1;*12;*0;*0;*1;*;*4052355532534;*;*20170704;*13;*6;*3;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE SRA LI.   GOLF V;*Fitting Position: Front;*Fitting Position: Left;*;*;*;*;*;*
ZUB00051;*;*NUMMERNSCHILDHALT. GOLF V,;*TUNING ZUBEHÖR;*NUMMERNSCHILDHALTER GOLF V;*T;*1;*13;*0;*0;*1;*;*4052355532565;*;*20170704;*54;*13;*3;*0.1;*0;*J;*8708 1090;*114;*20230401;*Mounting Bracket, bumper;*NUMMERNSCHILDHALTER GOLF V;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00052;*;*NEBELLAMPEN SET        A3,;*UPGR.NEBELSCHEINWERF;*03-12;*T;*1;*59;*91.77;*119.3;*1;*;*4052355532640;*;*20170710;*23;*22;*16;*1;*0;*J;*8512 2000;*118;*20230401;*Fog Light;*03. Dez;*Fitting Position: Front Axle;*Quantity Unit: Set;*;*;*;*;*;*
ZUB00053;*;*BLENDE NLL RE          A3,;*TUNING ZUBEHÖR;*BLENDE NLL R.        A3;*T;*1;*19.9;*0;*0;*1;*;*4052355532657;*;*20170710;*48;*20;*7;*0.26;*0.26;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*BLENDE NLL R.        A3;*Fitting Position: Right;*;*;*;*;*;*;*
ZUB00054;*;*BLENDE NLL LI          A3,;*TUNING ZUBEHÖR;*BLENDE NLL L.        A3;*T;*1;*19.9;*0;*0;*1;*;*4052355532664;*;*20170710;*48;*19;*3;*0.26;*0.26;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*BLENDE NLL L.        A3;*Fitting Position: Left;*;*;*;*;*;*;*
ZUB00055;*;*KAPPE ABSCHLEPP VO    E39,;*TUNING ZUBEHÖR;*KAPPE ABSCHLEPPÖSE VORNE;*T;*1;*8;*0;*0;*1;*;*4052355532671;*;*20170710;*11;*7;*2;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE ABSCHLEPP™SE VORNE;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00056;*;*GITTER MITTE          E39,;*TUNING ZUBEHÖR;*95-03;*T;*1;*19.5;*0;*0;*1;*;*4052355532688;*;*20170710;*93;*15;*2;*0.22;*0.22;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*95-03;*Fitting Position: Centre;*Fitting Position: Front;*;*;*;*;*;*
ZUB00059;*;*BLENDE NLL R E81/87/82/88,;*TUNING ZUBEHÖR;*04->              RECHTS;*T;*1;*21.5;*0;*0;*1;*;*4052355532718;*;*20170710;*31;*15;*4;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*04->              RECHTS;*Fitting Position: Right;*;*;*;*;*;*;*
ZUB00060;*;*BLENDE NLL L E81/87/82/88,;*TUNING ZUBEHÖR;*04->              LINKS;*T;*1;*21;*0;*0;*1;*;*4052355532725;*;*20170710;*31;*14;*4;*0.08;*0.08;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*04->              LINKS;*Fitting Position: Left;*;*;*;*;*;*;*
ZUB00061;*;*REFLEKTOR STOßF RE. HI.;*TUNING ZUBEHÖR;*10-12   SPORT-PERFORMANCE,;*T;*1;*13.5;*0;*0;*1;*;*4052355532732;*;*20170710;*21;*3;*2;*0.06;*0.06;*J;*8708 1090;*114;*20230401;*Reflex Reflector;*10-12   SPORT-PERFORMANCE,;*Fitting Position: Bumper;*Fitting Position: Rear;*Equipment Variant: Sport-Performance;*for article number: 1216757;*for article number: 1217655;*for article number: 1245456;*;*
ZUB00062;*;*GITTER MITTE       E60/61,;*TUNING ZUBEHÖR;*03-10;*T;*1;*27;*0;*0;*1;*;*4052355532749;*;*20170710;*92;*17;*6;*0.37;*0.37;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*03. Okt;*Fitting Position: Front;*Fitting Position: Centre;*for article number: 1224551;*for article number: 1224450;*for article number: 1224451;*;*;*
ZUB00063;*;*BLENDE NLL RE      E60/61,;*TUNING ZUBEHÖR;*03-10               RECHTS;*T;*1;*23.9;*0;*0;*1;*;*4052355532756;*;*20170710;*34;*11;*2;*0.12;*0.12;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*03-10               RECHTS;*Fitting Position: Right;*;*;*;*;*;*;*
ZUB00064;*;*BLENDE NLL LI      E60/61,;*TUNING ZUBEHÖR;*03-10               LINKS;*T;*1;*23.9;*0;*0;*1;*;*4052355532763;*;*20170710;*34;*11;*2;*0.12;*0.12;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*03-10               LINKS;*Fitting Position: Left;*;*;*;*;*;*;*
ZUB00065;*;*LEISTE VO. RE.PDC    W211,;*TUNING ZUBEHÖR;*02-06;*T;*1;*15.9;*0;*0;*1;*;*4052355532770;*;*20170710;*72;*3;*27;*0.22;*0.22;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*02. Jun;*Fitting Position: Right Front;*Vehicle Equipment: for vehicles with park assist system;*;*;*;*;*;*
ZUB00066;*;*LEISTE VO. LI.PDC    W211,;*TUNING ZUBEHÖR;*02-06;*T;*1;*13.5;*0;*0;*1;*;*4052355532787;*;*20170710;*65;*7;*4;*0.2;*0.2;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*02. Jun;*Fitting Position: Left Front;*Vehicle Equipment: for vehicles with park assist system;*;*;*;*;*;*
ZUB00067;*;*KAPPE SRA LI         W211,;*TUNING ZUBEHÖR;*KAPPE SRA LI;*T;*1;*9.9;*0;*0;*1;*;*4052355532794;*;*20170710;*11;*9;*4;*0.02;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE SRA LI;*Fitting Position: Front;*Fitting Position: Left;*Equipment Variant: AMG-OPTIK;*;*;*;*;*
ZUB00068;*;*KAPPE SRA RE         W211,;*TUNING ZUBEHÖR;*KAPPE SRA RE;*T;*1;*9.9;*0;*0;*1;*;*4052355532800;*;*20170710;*11;*9;*4;*0.02;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE SRA RE;*Fitting Position: Front;*Fitting Position: Right;*Equipment Variant: AMG-OPTIK;*;*;*;*;*
ZUB00069;*;*KAPPE ABSCHLEPP VO.  W211,;*TUNING ZUBEHÖR;*KAPPE ABSCHLEPPÖSE VORNE;*T;*1;*8.9;*0;*0;*1;*;*4052355532817;*;*20170710;*11;*4;*3;*0.01;*0;*J;*8708 1090;*114;*20230401;*Flap, tow hook;*KAPPE ABSCHLEPP™SE VORNE;*Fitting Position: Front;*for article number: 1615250;*for article number: 1615251;*;*;*;*;*
ZUB00070;*;*GITTER SET VO.       W211,;*TUNING ZUBEHÖR;*GITTER SET VORNE;*T;*1;*69.9;*0;*0;*1;*;*4052355532824;*;*20170710;*94;*16;*6;*0.76;*0.38;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*GITTER SET VORNE;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00077;*;*MITTELGRILL  VORN      E87;*TUNING ZUBEHÖR;*04-11;*T;*1;*13.9;*0;*0;*1;*;*4052355535054;*;*20170811;*77;*16;*5;*0.2;*0;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*04. Nov;*Fitting Position: Front;*Fitting Position: Centre;*;*;*;*;*;*
ZUB00078;*;*LEISTE HI. RE.PDC     E39,;*TUNING ZUBEHÖR;*98-03;*T;*1;*19.9;*0;*0;*1;*;*4052355536006;*;*20170828;*62;*12;*6;*0.12;*0.12;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*98-03;*Fitting Position: Right Rear;*Vehicle Equipment: for vehicles with parking assist;*;*;*;*;*;*
ZUB00079;*;*LEISTE HI. LI.PDC     E39,;*TUNING ZUBEHÖR;*98-03;*T;*1;*18.9;*0;*0;*1;*;*4052355536013;*;*20170828;*62;*15;*6;*0.12;*0.12;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*98-03;*Fitting Position: Left Rear;*Vehicle Equipment: for vehicles with parking assist;*;*;*;*;*;*
ZUB00080;*;*LEISTE HI. MITTE     E39,;*TUNING ZUBEHÖR;*98-03;*T;*1;*24.5;*0;*0;*1;*;*4052355536020;*;*20170828;*129;*10;*2;*0.46;*0.46;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, bumper;*98-03;*Fitting Position: Rear;*Fitting Position: Centre;*;*;*;*;*;*
ZUB00081;*BMW;*KAPPE ABSCHLEPP HI   E39,;*TUNING ZUBEHÖR;*98-03;*T;*1;*4.5;*0;*0;*1;*51128221226;*4052355536037;*;*20170828;*5;*5;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*98-03;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00082;*;*BLENDE NLL VO. RE.  E90/91;*TUNING ZUBEHÖR;*BLENDE NLL RE;*T;*1;*17.9;*0;*0;*1;*;*4052355536204;*;*20170830;*40;*14;*7;*0.2;*0;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*BLENDE NLL RE;*Fitting Position: Front;*Fitting Position: Right;*for article number: 1216951;*for article number: 1216850;*for article number: 1216950;*;*;*
ZUB00083;*BMW;*BLENDE NLL VO.LI.   E90/91;*TUNING ZUBEHÖR;*BLENDE NLL LI;*T;*1;*16.9;*0;*0;*1;*51117891395;*4052355536211;*;*20170830;*41;*14;*7;*0.2;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*BLENDE NLL LI;*Fitting Position: Left;*;*;*;*;*;*;*
ZUB00084;*;*REFLEKTOR SET STOßF.   HI.;*TUNING ZUBEHÖR;*PASSEND FÜR 1225856;*T;*1;*32;*0;*0;*1;*;*4052355537225;*;*20170915;*24;*2;*3;*0.1;*0;*J;*8708 1090;*114;*20230401;*Reflex Reflector;*PASSEND FšR 1225856;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00086;*;*KAPPE ABSCHLEPP VO.    E82;*TUNING ZUBEHÖR;*PASSEND FÜR 1280850/851;*T;*1;*18.9;*0;*0;*1;*;*4052355538796;*;*20171004;*5;*5;*1;*0.1;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*PASSEND FšR 1280850/851;*Fitting Position: Front;*for article number: 1280750;*for article number: 1280751;*for article number: 1280451;*for article number: 1280450;*;*;*
ZUB00087;*;*BLENDE NLL VO.LI.   E90/91;*TUNING ZUBEHÖR;*BLENDE NLL LI;*T;*1;*22.9;*0;*0;*1;*;*4052355539014;*;*20171016;*36;*12;*1;*0.2;*0;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*BLENDE NLL LI;*Fitting Position: Front;*Fitting Position: Left;*;*;*;*;*;*
ZUB00088;*;*BLENDE NLL VO.RE.   E90/91;*TUNING ZUBEHÖR;*BLENDE NLL RE;*T;*1;*22.9;*0;*0;*1;*;*4052355539021;*;*20171016;*36;*12;*1;*0.2;*0;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*BLENDE NLL RE;*Fitting Position: Front;*Fitting Position: Right;*for article number: 1216651;*for article number: 1216551;*;*;*;*
ZUB00089;*;*KAPPE ABSCHLEPP VO. E92/93;*TUNING ZUBEHÖR;*KAPPE ABSCHLEPPÖSE VORNE;*T;*1;*9.9;*0;*0;*1;*;*4052355539038;*;*20171017;*9;*4;*1;*0.2;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE ABSCHLEPP™SE VORNE;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00090;*;*GITTER MITTE      BMW  E90;*TUNING ZUBEHÖR;*05-08;*T;*1;*29;*0;*0;*1;*;*4052355539236;*;*20171017;*76;*16;*1;*0.2;*0.19;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*05. Aug;*Fitting Position: Front;*Fitting Position: Centre;*;*;*;*;*;*
ZUB00092;*;*LOGO ZIERLEISTE BMW E36/39;*TUNING ZUBEHÖR;*LOGO MOTORSPORT SET;*T;*1;*10.9;*0;*0;*1;*;*4052355539625;*;*20171024;*12;*4;*2;*0.1;*0;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip, mudguard;*LOGO MOTORSPORT SET;*Fitting Position: Left Front;*Fitting Position: Right Front;*for article number: 1213220;*for article number: 1213320;*;*;*;*
ZUB00093;*;*REFLEKTOR STOßF LI. HI.;*TUNING ZUBEHÖR;*10-12   SPORT-PERFORMANCE,;*T;*1;*18;*0;*0;*1;*;*4052355539878;*;*20171027;*23;*5;*3;*0.07;*0.07;*J;*8708 1090;*114;*20230401;*Reflex Reflector;*10-12   SPORT-PERFORMANCE,;*Fitting Position: Rear;*Fitting Position: Left;*Equipment Variant: Sport-Performance;*for article number: 1216757;*for article number: 1217655;*for article number: 1245456;*;*
ZUB00094;*BMW;*GITTER VORNE RECHTS    F30;*TUNING ZUBEHÖR;*GITTER VORNE RECHTS;*T;*1;*33.5;*0;*0;*1;*51 11 8 054 302;*4052355540447;*;*20171106;*31;*20;*3;*0.1;*0.09;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*GITTER VORNE RECHTS;*Fitting Position: Right Front;*for article number: 1217650;*;*;*;*;*;*
ZUB00095;*BMW;*GITTER VORNE LINKS     F30;*TUNING ZUBEHÖR;*GITTER VORNE LINKS;*T;*1;*29.9;*0;*0;*1;*51 11 8 054 301;*4052355540454;*;*20171106;*30;*21;*3;*0.1;*0.09;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*GITTER VORNE LINKS;*Fitting Position: Left Front;*for article number: 1217650;*;*;*;*;*;*
ZUB00102;*;*KAPPE SRA RE       F10/11;*TUNING ZUBEHÖR;*KAPPE SRA RE;*T;*1;*15;*0;*0;*1;*;*4052355540836;*;*20171108;*9;*6;*6;*0.1;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE SRA RE;*Fitting Position: Front;*Fitting Position: Right;*;*;*;*;*;*
ZUB00103;*;*KAPPE SRA LI       F10/11;*TUNING ZUBEHÖR;*KAPPE SRA LI;*T;*1;*15;*0;*0;*1;*;*4052355540843;*;*20171108;*9;*6;*6;*0.1;*0;*J;*8708 1090;*114;*20230401;*Cover, bumper;*KAPPE SRA LI;*Fitting Position: Front;*Fitting Position: Left;*for article number: 1225350;*for article number: 1225450;*for article number: 1225451;*for article number: 1225453;*;*
ZUB00104;*;*TAGFAHRLICHT SET     W204;*TUNING ZUBEHÖR;*PASSEND FÜR 1672550;*T;*1;*154;*0;*0;*1;*;*4052355541604;*;*20171115;*30;*16;*11;*2;*0;*J;*8708 1090;*114;*20230401;*Daytime Running Light Set;*PASSEND FšR 1672550;*for article number: 1672550;*;*;*;*;*;*;*
ZUB00105;*;*SET BLENDE NSW RE+LI  E60;*TUNING ZUBEHÖR;*FÜR 1224351;*T;*1;*24;*0;*0;*1;*;*4052355625052;*;*20180115;*27;*14;*7;*0.1;*0;*J;*8708 1090;*114;*20230401;*Eyelid, fog light;*FšR 1224351;*Fitting Position: Front;*Fitting Position: Left and right;*Vehicle Equipment: for vehicles with fog lights;*;*;*;*;*
ZUB00106;*;*HALTERSET PDC       GOLF 7;*TUNING ZUBEHÖR;*für 2216350/450/455;*T;*1;*9.5;*0;*0;*1;*;*4052355625120;*;*20180117;*17;*10;*4;*0.2;*0;*J;*8708 1090;*114;*20230401;*Mounting Bracket, bumper;*fr 2216350/450/455;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00107;*MERCE;*KAPPE ABSCHLEPP HI    C117;*TUNING ZUBEHÖR;*KAPPE ABSCHLEPP HI;*T;*1;*10.9;*0;*0;*1;*A117 885 24 22;*4052355625557;*;*20180201;*5;*3;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Bumper Cover, towing device;*KAPPE ABSCHLEPP HI;*Material: Plastic;*Colour: Black;*Fitting Position: Rear;*;*;*;*;*
ZUB00108;*;*PDC-HALTER SATZ HI.    E90;*TUNING ZUBEHÖR;*FÜR 1216955;*T;*1;*22.9;*0;*0;*1;*;*4052355625809;*;*20180206;*10;*10;*5;*0.1;*0;*J;*8708 1090;*114;*20230401;*Mounting Bracket, bumper;*FšR 1216955;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00109;*;*KAPPE ABSCHLEPP HI.    F20;*TUNING ZUBEHÖR;*FÜR 1281366/367/368;*T;*1;*7.9;*0;*0;*1;*;*4052355625816;*;*20180206;*6;*5;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*FšR 1281366/367/368;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00110;*;*GITTER F. DIFFUSOR     F32;*TUNING ZUBEHÖR;*FÜR 1245259/257/256;*T;*1;*23.5;*0;*0;*1;*;*4052355625939;*;*20180206;*10;*5;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*FšR 1245259/257/256;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00111;*;*GRILL LI/RE           E71;*TUNING ZUBEHÖR;*FÜR 1295350;*T;*1;*84;*0;*0;*1;*;*4052355626219;*;*20180208;*30;*15;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*FšR 1295350;*Fitting Position: Left Front;*Fitting Position: Right Front;*;*;*;*;*;*
ZUB00112;*;*SATZ  KAPPE SRA RE/LI  F30;*TUNING ZUBEHÖR;*FÜR 1217651;*T;*1;*31.9;*0;*0;*1;*;*4052355626240;*;*20180209;*6;*4;*4;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Cover, bumper;*FšR 1217651;*Fitting Position: Left and right;*Quantity Unit: Kit;*;*;*;*;*;*
ZUB00113;*BMW;*ZUBEHÖRSATZ STOßF. VO. F30;*TUNING ZUBEHÖR;*ZUB. FÜR 1217350/352;*T;*1;*139;*0;*0;*1;*51118054132;*4052355626493;*;*20180226;*80;*63;*60;*2;*0;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*ZUB. FšR 1217350/352;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00114;*;*HALTER GITTER VORNE  W211,;*TUNING ZUBEHÖR;*GITTER VORNE UNTEN MITTE;*T;*1;*6.9;*0;*0;*1;*;*4052355627025;*;*20180308;*1;*1;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Clip, bumper;*GITTER VORNE UNTEN MITTE;*;*;*;*;*;*;*;*
ZUB00115;*;*GITTER VORNE MITTE    E82,;*TUNING ZUBEHÖR;*GITTER VORNE UNTEN MITTE;*T;*1;*24;*0;*0;*1;*;*4052355627988;*;*20180329;*77;*29;*19;*1.2;*1;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*GITTER VORNE UNTEN MITTE;*Fitting Position: Centre;*;*;*;*;*;*;*
ZUB00116;*;*MONTAGESATZ TRITTBRETT CX5;*TUNING ZUBEHÖR;*für 5631032 bis Bj.02/2017;*T;*5;*18;*0;*0;*1;*;*4052355628077;*;*20180403;*51;*12;*15;*5;*5;*J;*8708 1090;*114;*20230401;*Holder, footboard;*fr 5631032 bis Bj.02/2017;*;*;*;*;*;*;*;*
ZUB00117;*;*SATZ RAHMEN FÜR NLL.  E46,;*TUNING ZUBEHÖR;*99-03;*T;*1;*28.9;*0;*0;*1;*;*4052355629890;*;*20180426;*28;*11;*5;*0.6;*0;*J;*8708 1090;*114;*20230401;*Frame, fog light;*99-03;*;*;*;*;*;*;*;*
ZUB00118;*;*PDC-HALTER SATZ VORNE  E90;*TUNING ZUBEHÖR;*FÜR 1216951/1216950;*T;*1;*29;*0;*0;*1;*;*4052355630148;*;*20180427;*5;*5;*5;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Mounting Bracket, bumper;*FšR 1216951/1216950;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00119;*;*GITTER NSW LI     BMW F10;*TUNING ZUBEHÖR;*13-17       SPORT-TECHNIK,;*T;*1;*13;*0;*0;*1;*;*4052355630858;*;*20180507;*10;*10;*2;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*13-17       SPORT-TECHNIK,;*Fitting Position: Front;*Fitting Position: Left;*for article number: 1225750;*for article number: 1225752;*Equipment Variant: Sport-Technik;*;*;*
ZUB00120;*;*GITTER NSW RE     BMW F10;*TUNING ZUBEHÖR;*13-17       SPORT-TECHNIK,;*T;*1;*13;*0;*0;*1;*;*4052355630865;*;*20180507;*10;*10;*2;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*13-17       SPORT-TECHNIK,;*Fitting Position: Front;*Fitting Position: Right;*for article number: 1225750;*for article number: 1225752;*Equipment Variant: Sport-Technik;*;*;*
ZUB00121;*;*KAPPE ABSCHLEPP HI.    E71;*TUNING ZUBEHÖR;*08-14;*T;*1;*36;*0;*0;*1;*;*4052355631411;*;*20180511;*10;*10;*5;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Bumper Cover, towing device;*Aug 14;*Material: Plastic;*for article number: 1295362;*;*;*;*;*;*
ZUB00122;*;*HALTER PDC HI.         E71;*TUNING ZUBEHÖR;*08-14;*T;*1;*25;*0;*0;*1;*;*4052355631428;*;*20180511;*10;*10;*5;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Holder, parking assist sensor;*Aug 14;*Mounting Type: Glued;*;*;*;*;*;*;*
ZUB00123;*;*DUMMY PDC SATZ 18MM;*TUNING ZUBEHÖR;*FÜR BOHRUNG 18MM;*T;*1;*8.9;*0;*0;*1;*;*4052355632449;*;*20180522;*6;*3;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*FšR BOHRUNG 18MM;*Fitting Position: Front;*Fitting Position: Rear;*Shape: angular;*Diameter [mm]: 18;*;*;*;*
ZUB00124;*BMW;*KAPPE ABSCHLEPP HI.    F10;*TUNING ZUBEHÖR;*FÜR 1225456/856/556;*T;*1;*8.9;*0;*0;*1;*51128048592;*4052355633316;*;*20180601;*5;*5;*1;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Flap, tow hook;*FšR 1225456/856/556;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00125;*;*ZUBEHÖR STOßFÄNGER VO  E90;*TUNING ZUBEHÖR;*für 1216850/950/951;*T;*1;*136;*0;*0;*1;*;*4052355634306;*;*20180620;*40;*20;*10;*2;*1;*J;*8708 1090;*114;*20230401;*Trim/Protective Strip Set, bumper;*fr 1216850/950/951;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00127;*;*GITTER STOßFÄNGER VO   E46;*TUNING ZUBEHÖR;*99-03;*T;*1;*23.9;*0;*0;*1;*;*4052355635556;*;*20180709;*50;*30;*5;*1;*0.8;*J;*8708 1090;*114;*20230401;*Ventilation Grille, bumper;*99-03;*Fitting Position: Front;*;*;*;*;*;*;*
ZUB00129;*;*DUMMY PDC SATZ 18MM;*TUNING ZUBEHÖR;*DUMMY FÜR PDC HÜLSE;*T;*1;*13.9;*0;*0;*1;*;*4052355637758;*;*20180821;*6;*3;*1;*0.01;*0.01;*J;*8708 1090;*114;*20230401;*Cover, bumper;*DUMMY FšR PDC HšLSE;*Fitting Position: Front;*Fitting Position: Rear;*Height [mm]: 30;*Shape: Round;*Diameter [mm]: 18;*;*;*
ZUB00130;*BMW;*REFLEKTOR HI.   F32/33/36,;*TUNING ZUBEHÖR;*PASSEND FÜR 1245355/555;*T;*1;*21.9;*0;*0;*1;*63147847233;*4052355638298;*;*20180827;*20;*5;*5;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Reflector, position-/outline lamp;*PASSEND FšR 1245355/555;*Fitting Position: Bumper;*Fitting Position: Rear;*Fitting Position: Left and right;*;*;*;*;*
ZUB00132;*;*SCHWELLERFOLIE SATZ    F30;*TUNING ZUBEHÖR;*NUR FÜR 1217550;*T;*1;*18.5;*0;*0;*1;*;*4052355639462;*;*20180912;*10;*10;*1;*0.2;*0.2;*J;*8708 1090;*114;*20230401;*Sticker;*NUR FšR 1217550;*;*;*;*;*;*;*;*
ZUB00135;*;*HALTER LI. DIFFUSOR   W204;*TUNING ZUBEHÖR;*12-14;*T;*5;*16;*0;*0;*1;*;*4052355646668;*;*20181207;*20;*10;*5;*0.2;*0.2;*J;*8708 1090;*114;*20230401;*Mounting Bracket, bumper;*Dez 14;*Fitting Position: Left Rear;*;*;*;*;*;*;*
ZUB00136;*;*HALTER RE. DIFFUSOR   W204;*TUNING ZUBEHÖR;*12-14;*T;*5;*9.5;*0;*0;*1;*;*4052355646699;*;*20181207;*20;*10;*5;*0.2;*0.2;*J;*8708 1090;*114;*20230401;*Mounting Bracket, bumper;*Dez 14;*Fitting Position: Right Rear;*;*;*;*;*;*;*
ZUB00137;*;*VERST.STOßF. HI        F10;*TUNING ZUBEHÖR;*VERSTÄRKUNG HI.;*T;*5;*29;*0;*0;*1;*;*4052355647405;*;*20190104;*150;*30;*20;*3;*2.8;*J;*8708 1090;*114;*20230401;*Impact Absorber, bumper;*VERSTŽRKUNG HI.;*Fitting Position: Rear;*;*;*;*;*;*;*
ZUB00138;*BMW;*FOLIENSATZ DIFFUSOR    E90;*TUNING ZUBEHÖR;*NUR FÜR 1216258/259/667;*T;*1;*17.5;*0;*0;*1;*51122148725;*4052355647436;*;*20190104;*20;*10;*1;*0.1;*0.1;*J;*8708 1090;*114;*20230401;*Sticker;*NUR FšR 1216258/259/667;*for article number: 1216258/259/667;*;*;*;*;*;*;*
